"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"1012_P"	"1033_P"	"1058_P"	"1014_P"	"1035_P"	"1056_P"	"1016_P"	"1037_P"	"1018_P"	"1039_P"	"1050_P"	"1054_P"	"1010_P"	"1031_P"	"1052_P"	"1023_P"	"1046_P"	"1002_P"	"1044_P"	"1067_P"	"1004_P"	"1027_P"	"1006_P"	"1029_P"	"1048_P"	"1061_P"	"1042_P"	"1065_P"	"1021_P"	"1040_P"	"1019_P"	"1011_P"	"1034_P"	"1057_P"	"1013_P"	"1036_P"	"1055_P"	"1038_P"	"1017_P"	"1059_P"	"1030_P"	"1053_P"	"1032_P"	"1051_P"	"1009_P"	"1001_P"	"1068_P"	"1003_P"	"1024_P"	"1045_P"	"1066_P"	"1005_P"	"1026_P"	"1007_P"	"1049_P"	"1060_P"	"1043_P"	"1064_P"	"1020_P"	"1041_P"	"1062_P"
"ID_1595_OP"	""	""	""	"Glycolipid transfer protein | Glycolipid transfer protein | N-(9Z-octadecenoyl)-sphing-4-enine-1-phosphocholine | N-(octadecanoyl)-4E |14Z-sphingadienine-1-phosphocholine | N-(9Z-heptadecenoyl)-nonadecasphing-4-enine-1-phosphocholine | N-(9Z |12Z-octadecadienoyl)-sphinganine-1-phosphocholine | N-(11Z-eicosenoyl)-hexadecasphing-4-enine-1-phosphocholine | N-(tricosanoyl)-4E |6E-hexadecasphingadienine-1-phosphoethanolamine | N-(pentacosanoyl)-4E |6E-tetradecasphingadienine-1-phosphoethanolamine | N-(tetracosanoyl)-4E |6E-pentadecasphingadienine-1-phosphoethanolamine"	"729.5872672"	""	"M+H | M+H | M+H | M+H | M+H | M+H | M+H | M+H | M+H | M+H"	"1"	"953.300517"	""	""	""	""	"3"	""	""	""	""	""	""	"1060016.375"	"731853.5"	"1119333.75"	"1049246.25"	"708349.25"	"434242.9688"	"552719.75"	"897577.4375"	"779731.6875"	"876321.625"	"1717113.625"	"788610.125"	"958990.875"	"789014.0625"	"1037250.5"	"1080609.375"	"395920"	"908549.125"	"1050761"	"1000870.813"	"1093667.625"	"1239242.625"	"986607.5625"	"822985.5"	"545683.375"	"1001184.688"	"866751.3125"	"835841.9375"	"1037192.188"	"311185.75"	"763462.5625"	"682621.75"	"632682.1875"	"1578337"	"831797.1875"	"816049.6875"	"1190840"	"846433.0625"	"388839.5"	"1081903.375"	"414654.2813"	"754703.25"	"865193.5"	"491775.6875"	"452739.0313"	"703097"	"841135.9375"	"461573.25"	"1158799.625"	"785369.4375"	"716948.125"	"825912.875"	"659858.125"	"1195550.25"	"843849.25"	"1188260.125"	"607978.5"	"951022.625"	"930869.8125"	"934504.375"	"931511.5625"
"ID_15983_OP"	""	""	""	"5alpha-Androstane-2beta-fluoro-17beta-ol-3-one acetate | Melengestrol acetate | 5alpha-Androstane-2alpha-fluoro-17beta-ol-3-one acetate | 9-Fluoro-11beta |17beta-dihydroxy-2 |17-dimethylandrost-4-en-3-one | 6beta-Fluoro-5alpha-hydroxypregnane-3 |20-dione"	"397.239317"	""	"M+HCOOH+H | M+H | M+HCOOH+H | M+HCOOH+H | M+HCOOH+H"	"1"	"823.2052182"	""	""	""	""	"3"	""	""	""	""	""	""	"112820.7422"	"14802.21582"	"27481.16016"	"36521.97266"	"94094.57813"	"18034.81445"	"30199.74609"	"44658.14063"	"36815.08984"	"28662.88672"	"113695.0938"	"79515.84375"	"37083.40625"	"54504.78125"	"23636.56055"	"76383.75781"	"35281.11328"	"44037.73828"	"56438.44922"	"48885.52734"	"34740.93359"	"5318.479004"	"55106.84766"	"53179.61719"	"13287.59082"	"25329.72656"	"28616.52344"	"29724.33008"	"22787.71094"	"49262.75781"	"49064.94922"	"24613.83203"	"12389.02148"	"27620.36133"	"33373.95703"	"28740.85352"	"96251.13281"	"31142.53711"	"34462.22266"	"81766.75"	"33026.57422"	"39623.37109"	"31345.36523"	"60897.42969"	"14632.22656"	"57800.50781"	"38143.39453"	"49905.60156"	"4269.360352"	"10080.34961"	"59333.30859"	"45199.26172"	"18339.39844"	"34276.07422"	"18656.22266"	"18684.94141"	"31565.18164"	"57941.26953"	"86014.51563"	"54666.28125"	"60578.37109"
"ID_15999_OP"	""	""	""	"Putative lipoyltransferase 2 | mitochondrial | 12S-hydroxy-9-octadecynoic acid | 12-hydroxy-9-octadecynoic acid | 12-hydroxy-10-octadecynoic acid | 8S-hydroxy-9Z |12Z-octadecadienoic acid | 13S-hydroxy-9Z |11E-octadecadienoic acid | 12-oxo-10E-octadecenoic acid | 12 |13-epoxy-9-octadecenoic acid | 12-oxo-10Z-octadecenoic acid | 12-oxo-9E-octadecenoic acid | 12-oxo-9Z-octadecenoic acid | 8R-hydroxy-9Z |12Z-octadecadienoic acid | 9R |10S-epoxy-12Z-octadecenoic acid | 12S |13R-epoxy-9Z-octadecenoic acid | 9 |10-epoxy-12-octadecenoic acid | 10R-hydroxy-8E |12Z-octadecadienoic acid | 10S-hydroxy-8E |12Z-octadecadienoic acid | 2R-hydroxy-9Z |12Z-octadecadienoic acid | 10-oxo-12Z-octadecenoic acid | 15R-hydroxy-9Z |12Z-octadecadienoic acid | (+/-)-12(13)-epoxy-9Z-octadecenoic acid | 9 |10-epoxy-12Z-octadecenoic acid | 9R-hydroxy-10E |12Z-octadecadienoic acid | 13R-hydroxy-9Z |11E-octadecadienoic acid | 13R-hydroxy-9E |11Z-octadecadienoic acid | 12R-hydroxy-9Z |15Z-octadecadienoic acid | 6-hydroxy-9Z |12Z-octadecadienoic acid | 9S-hydroxy-10E |12Z-octadecadienoic acid | 9S-hydroxy-10E |12E-octadecadienoic acid | 9-hydroxy-10E |12E-octadecadienoic acid | 12-hydroxy-9Z |15Z-octadecadienoic acid | 13-hydroxy-9Z |11E-octadecadienoic acid | 13-hydroxy-9E |11E-octadecadienoic acid | 9-hydroxy-10E |12Z-octadecadienoic acid | 7-Methoxy-9-methyl-4E |8E-hexadecadienoic acid | 9-HODE | Alpha-dimorphecolic acid | Cytochrome P450 2D6 | Cytochrome P450 2D6 | (Z)-13-Oxo-9-octadecenoic acid | 12-Hydroxy-8 |10-octadecadienoic acid | Avenoleic acid | (1S |2S)-3-oxo-2-pentyl-cyclopentaneoctanoic acid | (1R |2R)-3-oxo-2-pentyl-cyclopentaneoctanoic acid | 13(S)-HODE | 9(S)-HODE | 12(13)-EpOME | 9(10)-EpOME | Autosomal  dominant polycystic kidney disease | (9Z |12Z)-(8S)-Hydroxyoctadeca-9 |12-dienoic acid | (9Z)-(12S |13R)-12 |13-Epoxyoctadecenoic acid"	"319.222923"	""	"M+HCOOH+H | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na | M+Na"	"1"	"751.9657679"	""	""	""	""	"3"	""	""	""	""	""	""	"10673.68555"	"6804.415039"	"19266.66406"	"25255.43164"	"52896.06641"	"5344.813477"	"18547.51367"	"16425.32617"	"15121.96191"	"19041.04297"	"8795.058594"	"19359.1875"	"14749.80859"	"15800.55664"	""	"30916.86328"	"18975.57617"	"16917.73828"	"8968.174805"	"26562.41992"	"27883.02539"	""	"46353.6875"	"56740.07422"	"10108.93848"	"10594.23242"	"16483.78125"	"48208.99609"	"22194.51172"	"21114.9668"	"24538.50391"	"20091.13867"	"10700.20898"	"11731.36719"	"25576.2793"	"16702.41992"	"16549.75195"	"25891.93945"	"44610.64453"	"22509.8125"	"7557.363281"	"18243.62695"	"29358.75977"	"66024.89063"	"12363.91211"	"114883.9063"	"30689.2832"	"26680.21875"	"10570.93359"	"9233.655273"	"59199.97656"	"8525.216797"	"25291.69727"	"10563.47461"	"17988.33398"	"10751.66992"	"40213.88281"	"24535"	"17925.0332"	"20879.04883"	"20611.80469"
"ID_1602_OP"	""	""	""	""	"370.2932143"	""	""	"1"	"667.429372"	""	""	""	""	""	""	""	""	""	""	""	"17890.57617"	"58609.76563"	"200683.3906"	"302466.1563"	"223503.4688"	"38966.17188"	"37479.3125"	"29013.19727"	"70619.26563"	"33539.61328"	"93514.21875"	"163838.5938"	"246647.375"	"52475.80859"	"63239.14063"	"502574.7188"	"74406.57031"	"11372.12109"	"101922.5469"	"102297.7344"	"205490.7031"	"78344.17188"	"90137.91406"	"252911.9688"	"48576.25781"	"40137.03516"	"216065.9844"	"779048.6875"	"272510.2813"	"63070.95703"	"190596.6719"	"70568.96875"	"114083.1328"	"75447.96094"	"29160.71484"	"216301.875"	"649283.3125"	"44411.09375"	"93653.83594"	"105594.5703"	"17569.33008"	"35848.35938"	"368013.1563"	"215489.3281"	"121364.9063"	"69447.125"	"303059.6563"	"348689.9063"	"1336294.75"	"36531.19922"	"459104.5"	"15270.29883"	"18343.52734"	"319323.1563"	"48814.30859"	"66782.27344"	"82862.20313"	"38452.92969"	"463374.8125"	"164346.6875"	"59285.69531"
"ID_16051_OP"	""	""	""	"Glycolipid transfer protein | N-(15Z-tetracosenoyl)-sphinganine-1-phosphocholine | N-(tetracosanoyl)-sphing-4-enine-1-phosphocholine"	"815.6964965"	""	"M+H | M+H | M+H"	"1"	"1185.36856"	""	""	""	""	"3"	""	""	""	""	""	""	"25192.00977"	"15000.66797"	"22965.19336"	"31700.14844"	"19224.23242"	"22842.97266"	"14860.88379"	"54430.47656"	"11049.4502"	"68041.63281"	"38572.625"	"28440.58594"	"94550.44531"	"50196.28125"	"28024.88672"	"10697.18359"	"34222.02734"	"19045.79297"	"19890.5625"	"30821.33594"	"37067.92578"	"46545.36328"	"82977.77344"	"53217.58594"	"22773.14258"	"22091.43945"	"38761.05859"	"27600.99805"	"60097.16406"	"22842.36328"	"17301.61328"	"8708.205078"	"25935.08789"	"36581.20313"	"7587.890625"	"21432.22266"	"54901.35547"	"45641.37891"	"5569.994629"	"24615.30078"	"20412.36133"	"20674.9707"	"36380.88672"	"15889.51074"	"12157.99805"	"12437.21973"	"72824.71094"	"18621.21484"	"12197.6875"	"20369.58203"	"30297.56836"	"19835.82617"	"19557.45508"	"51823.16406"	"17232.93164"	"24990.7168"	"16276.24609"	"26218.88086"	"22579.875"	"121570.7188"	"62217.05859"
"ID_16201_OP"	""	""	""	""	"388.8552753"	""	""	"1"	"41.29003256"	""	""	""	""	""	""	""	""	""	""	""	"117004.2813"	"89884.47656"	"127661.5859"	"83123.28125"	"87693.32031"	"110256.9922"	"100273.6094"	"102913.3281"	"94424.16406"	"106852.5547"	"95959.88281"	"107818.3984"	"105171.2266"	"96532.35156"	"118474.6563"	"111672.0703"	"112410.2578"	"95997.625"	"136715.3906"	"108075.2813"	"79732.77344"	"107030.3672"	"58632.71875"	"72060.32031"	"100754.2031"	"94256.92188"	"126171.8125"	"90749.0625"	"95413.78906"	"100714.6563"	"86105.05469"	"63386.21484"	"124735.2578"	"123174.4063"	"69896.15625"	"69777.96094"	"99149.72656"	"71939.02344"	"103504.5156"	"120587.1797"	"112451.6875"	"110233.9609"	"75288.60156"	"113435.1875"	"84207.98438"	"93174.53125"	"120873.1406"	"82416.55469"	"71124.03125"	"85099.42969"	"102454.7344"	"114353.8828"	"93697.89844"	"79531.92188"	"88302.96094"	"115000.9688"	"85229.52344"	"102501.5625"	"77632.19531"	"91953.35938"	"100415.2266"
"ID_1621_OP"	""	""	""	"Deoxycholic acid 3-glucuronide | (3alpha |5beta |7alpha)-23-Carboxy-7-hydroxy-24-norcholan-3-yl-beta-D-Glucopyranosiduronic acid | 3alpha |6alpha-dihydroxy-5beta-cholan-24-oic acid 3-D-glucuronide | Z-Gly-Pro-Leu-Gly-Pro | UDP glycosyltransferase 1 family polypeptide A7 | Gastrotropin | D-Urobilinogen | Urobilins | Urobilin | I-Urobilin | Beta-glucuronidase"	"591.3150366"	""	"M+Na | M+Na | M+Na | M+NH4 | M+Na | M+Na | M+H | M+H | M+H | M+H | M+H"	"1"	"468.4279965"	""	""	""	""	"3"	""	""	""	""	""	""	"2535675.25"	"117631.5078"	""	"215771.2031"	"822317.0625"	""	"387834.7813"	"187631.5313"	"130202.0547"	""	""	"249044.125"	"141165.9219"	"181598.875"	""	"324432.4375"	"289942.3438"	"295452.3438"	"150706.2031"	""	"132727.4531"	""	"723657.5"	""	"107241.5625"	"390070.9688"	"343289.1875"	"160507.0313"	""	"134466.0469"	""	"143596.75"	""	""	"467397.1875"	""	""	"359961"	"224568.0625"	""	""	"136492.6719"	""	"105560.3047"	""	""	""	"355167.625"	"123111.0625"	"172160.0156"	""	""	"124552.3594"	"151021.6094"	""	"136150.125"	"212765.5313"	"92507.17969"	""	"211827.5625"	"1323023.5"
"ID_1624_OP"	""	""	""	"3beta-(3-methyl-butanoyloxy)-villanovane-13alpha |17-diol"	"456.3297216"	""	"M+NH4"	"1"	"645.829002"	""	""	""	""	"3"	""	""	""	""	""	""	"172383.0156"	"100948.4609"	"43657.14063"	"203649.25"	"776583.375"	"73778.96094"	"35946.85938"	"108567.25"	"75893.30469"	"185758.2813"	"503847.0313"	"99030.6875"	"48088.46875"	"67829.90625"	"32598.41602"	"137448.7344"	"59149.73828"	"147981.5156"	"123274.4063"	"176740.6094"	"165232.1406"	"28694.26367"	"350210.5"	"423513.0625"	"67884.25"	"105493.1797"	"100645.5547"	"392730.4375"	"66948.39063"	"26831.88867"	"461146.9688"	"1323616.125"	"56499.67969"	"96762.65625"	"268794.8125"	"72735.24219"	"153567.1719"	"127947.1875"	"360552.4688"	"125533.0391"	"33369.75391"	"116105.5703"	"104600.9531"	"308983.1563"	"47933.4375"	"539306.25"	"447958.4375"	"41363.54297"	"136775.6406"	"162881.9688"	"287986"	"45911.92969"	"403248.75"	"45393.86719"	"322116.1875"	"108083.1719"	"848248.8125"	"78126.11719"	"154020.0156"	"58586.30078"	"102341.4844"
"ID_16273_OP"	""	""	""	""	"340.2464891"	""	""	"1"	"593.2852549"	""	""	""	""	""	""	""	""	""	""	""	"18400.4375"	"85909.84375"	"75215.8125"	"23124.75586"	"13904.7793"	"14765.52637"	"25940.74609"	"12987.86523"	"11886.70898"	"9988.416992"	"15053.19727"	"13038.27246"	"21927.34375"	"14854.3623"	"13641.10938"	"21447.11914"	"13439.59375"	"13483.77637"	""	"26982.99023"	"31562.98047"	"9167.129883"	"19459.28711"	"45304.57813"	"13574.58398"	"32347.75"	"16056.33887"	"35329.10938"	"26762.12695"	"20136.55273"	"23229.08984"	"12699.07324"	"32163.35156"	"16563.61914"	"22511.7207"	"19152.69336"	"12430.18652"	"15904.39551"	"18660.45508"	"17925.43555"	"8965.695313"	"12081.74707"	"30774.14063"	"21945.00586"	"19073.85742"	"14699.35449"	"13626.2002"	"37112.44922"	"117738.7031"	"20296.13086"	"13185.5"	"13718.11133"	"46948.38281"	"16356.16797"	"13771.16797"	"15705.94629"	"20150.50781"	"18870.64453"	"16960.93555"	"30939.74414"	"20071.64844"
"ID_16376_OP"	""	""	""	"L-beta-aspartyl-L-leucine | L-gamma-glutamyl-L-valine | Glu-Val | Ethenodeoxyadenosine | 2 |4-diacetamido-2 |4 |6-trideoxy-&beta;-L-altropyranose | Sarmentosin | Cardiospermin | Sarmentosin | Aspartyl-Isoleucine | Aspartyl-Leucine | Histidinyl-Histidine | Leucyl-Aspartate | Isoleucyl-Aspartate"	"293.1345549"	""	"M+HCOOH+H | M+HCOOH+H | M+HCOOH+H | M+NH4 | M+HCOOH+H | M+NH4 | M+NH4 | M+NH4 | M+HCOOH+H | M+HCOOH+H | M+H | M+HCOOH+H | M+HCOOH+H"	"1"	"519.25252"	""	""	""	""	"3"	""	""	""	""	""	""	""	"3891.987305"	""	"11174.27832"	"87426.61719"	""	"4791.850098"	"14184.65527"	""	"24958.40039"	"73972.90625"	"9617.68457"	""	""	""	"7075.25293"	""	"8375.55957"	""	"11258.10547"	""	""	"48241.50391"	"30933.98633"	""	""	""	"50770.97656"	"6184.72998"	""	"4915.099609"	"20883.33398"	""	""	"4046.225342"	""	"7136.178223"	"5286.150879"	"8510.942383"	"8959.960938"	""	"13927.8916"	"60496.35938"	"16080.27344"	""	"33058.89844"	"14802.60449"	""	""	""	"111270.875"	"3659.469238"	"12337.30762"	""	"14920.22168"	"11306.42188"	"94287.75781"	""	"27068.88281"	""	"11078.0957"
"ID_16448_OP"	""	""	""	"(3Z)-phytochromobilin | Heme oxygenase 2 | Biliverdin | 15 |16-dihydrobiliverdin | bilirubin | Ipecoside"	"583.2524825"	""	"M+H | M+H | M+H | M+H | M+H | M+NH4"	"1"	"520.8441097"	""	""	""	""	"3"	""	""	""	""	""	""	"18761.99219"	"14708.02441"	"11360.50879"	"22131.73438"	"35664.04297"	"17383.15039"	"24446.44922"	"22841.10938"	"16475.91602"	"18862.41016"	"115433.0078"	"23493.99609"	"10545.98828"	"23687.78125"	""	"29090.06641"	"23078.81445"	"17122.26953"	"34232.33984"	"44980.18359"	"17144.8418"	""	"32408.07813"	""	"12665.33594"	"26491.81445"	"16900.81836"	"34906.88672"	""	"20273.65625"	"31171.87305"	"19925.95313"	"19989.36719"	"24613.74609"	"34306.33984"	"37176.22656"	"10874.49902"	"28280.24023"	"50051.625"	"40156.14453"	"18278.82813"	"20879.52539"	"13455.2832"	"61480.83203"	""	"29870.26563"	"39887.52344"	"17045.52539"	""	"26745.85352"	""	""	"17443.10547"	"21256.86328"	"10551.55957"	"10314.25879"	""	"24411.96484"	"20458.16211"	"44984.23438"	"51801.15625"
"ID_16471_OP"	""	""	""	""	"189.1585006"	""	""	"1"	"41.66144375"	""	""	""	""	""	""	""	""	""	""	""	"19328.45898"	"51846.51563"	"13664.09961"	"15984.30566"	"18554.30859"	"15000.30762"	"16035.58398"	"20194.15039"	"9329.036133"	"47177.46094"	"19377.72266"	"11544.10156"	"10531.20996"	"9953.618164"	"9494.520508"	"12882.87305"	"13930.0127"	"14689.82129"	"12426.625"	"11445.26172"	"12568.38477"	"8500.192383"	"15454.17871"	"110881.6484"	"14510.41016"	"12087.85254"	"11528.74121"	"8176.130371"	"18072.70117"	"14948.57324"	"21450.70117"	"53265.55469"	"16159.69727"	"14278.29004"	"16925.46875"	"19794.49023"	"13717.26855"	"41722.28125"	"9950.131836"	"10238.02539"	"13780.60645"	"18765.66992"	"92454.70313"	"9975.075195"	"11618.3252"	"25744.04102"	"15470.42676"	"19505.17188"	"50727.27734"	"14194.46875"	"9312.020508"	"14063.73438"	"36260.5"	"10605.04102"	"44896.3125"	"10288.94141"	"41757.875"	"13657.75391"	"11618.9541"	"12529.77441"	"15229.22949"
"ID_16489_OP"	""	""	""	""	"565.57174"	""	""	"1"	"568.4753269"	""	""	""	""	""	""	""	""	""	""	""	"10321.87207"	"14001.86133"	"45845.21094"	"14078.03613"	"14482.6875"	"34582.66016"	"12000.78125"	"52163.20703"	"8028.558105"	"35644.78906"	"37399.60938"	"58419.87891"	"21382.05078"	"16281.90918"	"29654.75195"	"11603.54395"	"30330.14063"	"7364.663574"	"19775.46484"	"22873.48047"	"29556.68164"	"13442.36328"	"6230.519043"	"13377.10352"	"18910.97461"	"15713.41699"	"21270.62891"	"33070.64844"	"7149.132324"	"28605.375"	"11987.74902"	""	"49358.26563"	"72731.74219"	""	"21116.58984"	"63241.60156"	"9896.253906"	"7167.841309"	"69381.15625"	"10306.40234"	"36866.42188"	"13069.86426"	"26739.57422"	"5107.5625"	"28975.45898"	"17240.65039"	"8168.269043"	""	"8044.26123"	"34246.50781"	"30604.16797"	"12362.00586"	"11097.39844"	"25036.68164"	"109391.9688"	"46088.34375"	"14154.5332"	"5822.394531"	"20771.90625"	"32786.52734"
"ID_16551_OP"	""	""	""	""	"408.744135"	""	""	"1"	"916.7247064"	""	""	""	""	""	""	""	""	""	""	""	"35006.70313"	"13910.50781"	"27433.92969"	"16486.00586"	"21950.52539"	"13655.45996"	"23169.24805"	"21787.62109"	"10571.0918"	"18088.47461"	"16026.98535"	"21408.2207"	"27754.29297"	"24625.14063"	"106833.5547"	"24142.05859"	"20795.29688"	"25205.53125"	"12010.08887"	"16361.33691"	"9417.826172"	"10527.41211"	"25875.29102"	"42379.52344"	"10529.63379"	"19925.80664"	"26990.27734"	"17194.29688"	"27002.33789"	"41749.02344"	"17066.81055"	"21630.01367"	"8544.056641"	"14004.3623"	"23719.63477"	"15582.125"	"35029.33984"	"16782.5918"	"7659.659668"	"23224.31836"	"113698.6875"	"92472.00781"	"21457.50977"	"12427.25879"	"10725.16699"	"17606.14648"	"15195.2793"	"13554.69629"	"13315.70996"	"12708.875"	"17352.79492"	"51504.76953"	"20590.19922"	"16625.03906"	"21968.16406"	"16738.68555"	"38302.44531"	"24518.52148"	"31793.96094"	"22671.31836"	"36763.45703"
"ID_16555_OP"	""	""	""	""	"451.7384623"	""	""	"1"	"996.6637974"	""	""	""	""	""	""	""	""	""	""	""	"79762.57813"	"78184.46875"	"65429.92969"	"83022.90625"	"85897.67969"	"69631.36719"	"100291.375"	"106617.7188"	"98765.50781"	"90319.63281"	"105169.5234"	"75520.5"	"50691.90234"	"100227.4688"	"71450.72656"	"60873.51563"	"97400.91406"	"113650.3438"	"101015.1172"	"76181.39063"	"66181.41406"	"76200"	"116354.2969"	"98675.64063"	"82150.42969"	"94859.58594"	"70837.71875"	"77299.71094"	"69903.51563"	"95142.79688"	"99213.34375"	"111405.5625"	"78658.72656"	"75630.98438"	"106384.8281"	"77529.48438"	"66497.19531"	"118239.8438"	"91371.13281"	"97548.32031"	"106698.7109"	"85135.74219"	"72225.25781"	"90135.8125"	"61190.99219"	"125603.8359"	"80186.83594"	"87204.85938"	"52880.98047"	"77121.75781"	"67221.46094"	"98726.28125"	"100808.4375"	"69978.1875"	"111928.2578"	"79157.21875"	"70923.42188"	"106601.5625"	"81322.51563"	"98109.375"	"103107.8828"
"ID_16560_OP"	""	""	""	"(-)-Jolkinol A"	"481.2594818"	""	"M+H"	"1"	"360.7020382"	""	""	""	""	"3"	""	""	""	""	""	""	"26261.20117"	"22932.76172"	"16752.66602"	"17811.48828"	"14976.35254"	"13505.70117"	"15067.80762"	"20551.13477"	"14708.43164"	""	"32631.40039"	"19773.45508"	"18959.56055"	"23171.57617"	"30281.63281"	"23606.35938"	"4625.689941"	"19949.38867"	"14448.32031"	"18291.57227"	"19125.03125"	"21769.45313"	"17442.00977"	"17705.44727"	"115613.0938"	"15396.2041"	"14846.96777"	"28357.14258"	"16102.56641"	"16266.74902"	"20239.48438"	"15519.31934"	"15907.05469"	"16760.91797"	"17316.20117"	"21763.8125"	"19756.42578"	"14330.54102"	"16508.27148"	"17138.09766"	"20140.02344"	"13434.7793"	"21165.98438"	""	"16638.67969"	"31974.10156"	""	"16287.93066"	"39160.27344"	""	"33878.55078"	"28185.38867"	"18716.48828"	"15667.24902"	"4909.724609"	"19245.68164"	"76093.57813"	"17351.31445"	"19081.97656"	"20407.67773"	"15785.16895"
